Date/Time	Green Algae	Bluegreen	Diatoms	Cryptophyta	#5	#6	#7	Yellow substances	Total conc.	Transmission	Depth	Temp. Sample	Green Algae	Bluegreen	Diatoms	Cryptophyta	#5	#6	#7	Yellow substances	Total cell count	Trans. 700 nm	LED 3 [525 nm]	LED 4 [570 nm]	LED 5 [610 nm]	LED 6 [370 nm]	LED 7 [590 nm]	LED 8 [470 nm]	Pressure	Temp. LEDs	Temp. Sensor
date	µg/l	µg/l	µg/l	µg/l	µg/l	µg/l	µg/l	r.u.	µg/l	%	m	°C	cells/ml	cells/ml	cells/ml	cells/ml	cells/ml	cells/ml	cells/ml	r.u.	cells/ml	digits	digits	digits	digits	digits	digits	digits	bar	°C	°C
7/10/2023 14:41:26	0.00	0.00	0.02	0.02	0.00	0.00	0.00	0.00	0.04	100.00	0.00	22.50	0	0	9	1	0	0	0	0	9	123.57	0.65	0.57	0.91	0.90	1.32	-0.13	0.96	23.52	23.00
7/10/2023 14:41:29	0.00	0.00	0.00	0.04	0.00	0.00	0.00	0.00	0.04	100.00	-0.00	22.51	0	0	0	1	0	0	0	0	1	123.04	0.67	0.49	0.75	0.73	1.53	-0.03	0.96	23.56	23.02
7/10/2023 14:41:32	0.00	0.03	0.00	0.03	0.00	0.00	0.00	0.00	0.05	100.00	0.01	22.50	0	26	0	1	0	0	0	0	27	123.22	0.56	0.44	0.88	0.93	1.55	-0.16	0.96	23.57	23.03
7/10/2023 14:41:35	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	100.00	0.01	22.50	1	0	0	0	0	0	0	0	1	123.29	0.44	0.41	0.70	0.89	1.45	-0.17	0.96	23.57	23.05
7/10/2023 14:41:38	0.00	0.00	0.02	0.00	0.00	0.00	0.00	0.00	0.02	100.00	0.00	22.49	0	0	9	0	0	0	0	0	9	123.24	0.60	0.43	0.81	0.89	1.37	-0.18	0.96	23.57	23.05
7/10/2023 14:41:41	0.00	0.00	0.00	0.04	0.00	0.00	0.00	0.00	0.04	100.00	0.01	22.52	0	0	0	1	0	0	0	0	1	123.29	0.58	0.57	0.79	0.84	1.43	-0.08	0.96	23.58	23.09
7/10/2023 14:41:44	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.01	0.00	100.00	0.01	22.51	0	0	0	0	0	0	0	0	0	123.36	0.61	0.37	0.66	0.95	1.38	-0.19	0.96	23.57	23.06
7/10/2023 14:41:47	0.00	0.00	0.00	0.02	0.00	0.00	0.00	0.01	0.02	100.00	0.01	22.50	0	0	0	1	0	0	0	0	1	123.73	0.60	0.35	0.80	0.94	1.44	-0.16	0.96	23.57	23.06
7/10/2023 14:41:50	0.00	0.00	0.00	0.05	0.00	0.00	0.00	0.00	0.05	100.00	0.01	22.52	0	0	0	1	0	0	0	0	1	123.51	0.66	0.57	0.70	0.94	1.51	-0.17	0.96	23.57	23.03
7/10/2023 14:41:53	0.00	0.00	0.00	0.02	0.00	0.00	0.00	0.00	0.02	100.00	0.01	22.51	0	0	0	1	0	0	0	0	1	123.13	0.54	0.44	0.79	0.88	1.45	-0.19	0.96	23.57	23.05
7/10/2023 14:44:24	1.92	5.68	6.83	0.00	0.00	0.00	0.00	0.79	14.43	100.00	0.00	22.56	1019	5681	3072	0	0	0	0	0	9772	119.85	17.06	5.90	25.15	43.30	23.86	30.65	0.96	23.74	23.36
7/10/2023 14:44:27	2.23	5.88	6.73	0.00	0.00	0.00	0.00	0.78	14.83	100.00	0.00	22.56	1180	5875	3027	0	0	0	0	0	10082	119.81	17.10	5.98	25.58	43.92	24.73	31.11	0.96	23.72	23.32
7/10/2023 14:44:30	2.17	6.03	6.74	0.00	0.00	0.00	0.00	0.77	14.95	100.00	0.00	22.57	1150	6034	3035	0	0	0	0	0	10219	119.66	17.19	6.03	25.97	43.80	25.22	31.00	0.96	23.74	23.33
7/10/2023 14:44:33	2.39	6.26	6.78	0.00	0.00	0.00	0.00	0.74	15.43	100.00	0.01	22.57	1266	6256	3053	0	0	0	0	0	10575	119.94	17.39	6.14	26.31	44.23	26.46	31.56	0.96	23.74	23.36
7/10/2023 14:44:36	2.19	6.35	6.71	0.23	0.00	0.00	0.00	0.75	15.48	100.00	0.00	22.56	1160	6352	3020	7	0	0	0	0	10538	119.82	17.70	6.15	26.62	44.22	27.18	31.40	0.96	23.73	23.35
7/10/2023 14:44:39	2.01	6.41	6.90	0.00	0.00	0.00	0.00	0.82	15.33	100.00	-0.00	22.60	1066	6415	3105	0	0	0	0	0	10585	119.91	17.67	6.21	26.65	44.97	26.88	31.41	0.96	23.78	23.38
7/10/2023 14:44:42	2.26	6.28	6.49	0.42	0.00	0.00	0.00	0.81	15.44	100.00	0.00	22.56	1198	6278	2919	13	0	0	0	0	10408	119.94	17.71	6.38	26.59	44.93	27.17	31.55	0.96	23.75	23.36
7/10/2023 14:44:45	1.93	6.33	6.74	0.32	0.00	0.00	0.00	0.84	15.32	100.00	0.00	22.56	1023	6327	3035	10	0	0	0	0	10395	119.80	17.91	6.49	26.67	45.18	27.09	31.49	0.96	23.75	23.35
7/10/2023 14:44:48	2.10	6.21	6.42	0.60	0.00	0.00	0.00	0.86	15.33	100.00	-0.00	22.57	1110	6213	2891	18	0	0	0	0	10233	119.93	17.89	6.64	26.56	45.32	27.18	31.55	0.96	23.76	23.42
7/10/2023 14:44:51	1.60	6.42	6.96	0.29	0.00	0.00	0.00	0.87	15.27	100.00	0.00	22.56	845	6422	3132	9	0	0	0	0	10409	119.92	18.16	7.24	27.12	45.46	26.97	31.44	0.96	23.75	23.35
7/10/2023 14:47:18	1.64	3.53	3.51	3.22	0.00	0.00	0.00	1.06	11.90	100.00	0.00	22.61	869	3527	1581	97	0	0	0	0	6075	120.50	16.18	5.83	19.29	40.85	22.89	27.25	0.97	23.88	23.60
