Date/Time	Green Algae	Bluegreen	Diatoms	Cryptophyta	#5	#6	#7	Yellow substances	Total conc.	Transmission	Depth	Temp. Sample	Green Algae	Bluegreen	Diatoms	Cryptophyta	#5	#6	#7	Yellow substances	Total cell count	Trans. 700 nm	LED 3 [525 nm]	LED 4 [570 nm]	LED 5 [610 nm]	LED 6 [370 nm]	LED 7 [590 nm]	LED 8 [470 nm]	Pressure	Temp. LEDs	Temp. Sensor
date	µg/l	µg/l	µg/l	µg/l	µg/l	µg/l	µg/l	r.u.	µg/l	%	m	°C	cells/ml	cells/ml	cells/ml	cells/ml	cells/ml	cells/ml	cells/ml	r.u.	cells/ml	digits	digits	digits	digits	digits	digits	digits	bar	°C	°C
6/26/2023 14:12:13	0.19	0.07	0.00	0.00	0.00	0.00	0.00	0.09	0.25	100.00	0.00	23.50	98	68	0	0	0	0	0	0	167	133.24	0.67	0.63	1.18	2.61	1.69	0.67	0.95	24.03	23.50
6/26/2023 14:12:16	0.14	0.04	0.00	0.04	0.00	0.00	0.00	0.09	0.22	100.00	-0.01	23.48	73	39	0	1	0	0	0	0	113	133.14	0.72	0.53	1.07	2.61	1.74	0.65	0.95	24.03	23.51
6/26/2023 14:12:19	0.16	0.00	0.00	0.07	0.00	0.00	0.00	0.09	0.23	100.00	0.00	23.47	85	4	0	2	0	0	0	0	91	132.95	0.74	0.60	1.02	2.68	1.69	0.75	0.95	24.03	23.50
6/26/2023 14:12:22	0.17	0.08	0.00	0.01	0.00	0.00	0.00	0.08	0.26	100.00	-0.00	23.48	89	84	0	0	0	0	0	0	174	132.69	0.71	0.59	1.22	2.58	1.75	0.64	0.95	24.04	23.50
6/26/2023 14:12:25	0.09	0.04	0.00	0.08	0.00	0.00	0.00	0.09	0.21	100.00	-0.00	23.48	45	39	0	2	0	0	0	0	87	133.31	0.69	0.62	1.02	2.57	1.87	0.61	0.95	24.05	23.52
6/26/2023 14:12:28	0.18	0.07	0.00	0.00	0.00	0.00	0.00	0.09	0.25	100.00	-0.00	23.50	94	70	0	0	0	0	0	0	164	133.17	0.63	0.52	1.12	2.69	1.78	0.68	0.95	24.10	23.58
6/26/2023 14:12:31	0.20	0.04	0.00	0.03	0.00	0.00	0.00	0.07	0.27	100.00	-0.00	23.48	104	42	0	1	0	0	0	0	148	133.12	0.69	0.59	1.11	2.51	1.71	0.70	0.95	24.07	23.51
6/26/2023 14:12:34	0.19	0.04	0.00	0.06	0.00	0.00	0.00	0.07	0.30	100.00	-0.00	23.47	102	41	0	2	0	0	0	0	145	132.94	0.74	0.59	1.13	2.45	1.79	0.72	0.95	24.07	23.52
6/26/2023 14:12:37	0.16	0.01	0.00	0.07	0.00	0.00	0.00	0.09	0.25	100.00	-0.01	23.48	87	9	0	2	0	0	0	0	99	132.90	0.71	0.54	0.99	2.63	1.80	0.75	0.95	24.07	23.54
6/26/2023 14:12:40	0.22	0.05	0.00	0.00	0.00	0.00	0.00	0.09	0.27	100.00	-0.00	23.48	114	54	0	0	0	0	0	0	169	133.09	0.66	0.61	1.13	2.70	1.71	0.75	0.95	24.09	23.52
6/26/2023 14:14:49	0.00	3.47	0.00	4.91	0.00	0.00	0.00	1.32	8.38	100.00	0.00	23.53	0	3470	0	147	0	0	0	0	3617	122.14	12.87	5.01	16.71	33.37	23.70	17.01	0.96	24.39	23.79
6/26/2023 14:14:53	0.45	3.43	0.00	4.46	0.00	0.00	0.00	1.26	8.34	100.00	0.01	23.51	239	3430	0	134	0	0	0	0	3802	122.70	12.38	4.74	16.70	32.77	22.31	16.96	0.96	24.38	23.76
6/26/2023 14:14:56	0.62	3.54	0.33	4.02	0.00	0.00	0.00	1.19	8.51	100.00	0.01	23.51	328	3538	147	121	0	0	0	0	4134	122.59	12.31	4.73	17.03	32.32	21.72	17.15	0.96	24.39	23.81
6/26/2023 14:14:59	0.18	3.81	1.23	3.22	0.00	0.00	0.00	1.14	8.44	100.00	0.01	23.51	95	3807	554	97	0	0	0	0	4553	122.45	12.33	4.50	17.27	31.86	21.25	17.02	0.96	24.40	23.78
6/26/2023 14:15:02	0.00	3.89	1.71	2.74	0.00	0.00	0.00	1.12	8.34	100.00	0.01	23.51	0	3886	771	82	0	0	0	0	4739	121.94	12.30	4.45	17.24	31.68	20.60	16.93	0.96	24.39	23.82
6/26/2023 14:15:05	0.00	3.87	1.84	2.62	0.00	0.00	0.00	1.10	8.33	100.00	0.01	23.56	0	3873	826	79	0	0	0	0	4778	122.21	12.56	4.34	17.24	31.58	20.27	16.83	0.96	24.45	23.91
6/26/2023 14:15:08	0.00	3.78	1.43	3.17	0.00	0.00	0.00	1.13	8.38	100.00	0.02	23.51	0	3781	642	95	0	0	0	0	4518	122.31	12.60	4.33	17.17	31.68	21.13	16.94	0.96	24.40	23.87
6/26/2023 14:15:11	0.00	3.67	1.02	3.67	0.00	0.00	0.00	1.16	8.37	100.00	0.02	23.51	0	3673	460	110	0	0	0	0	4244	122.46	12.72	4.42	17.10	31.86	21.70	16.94	0.96	24.41	23.85
6/26/2023 14:15:14	0.52	3.62	0.22	4.30	0.00	0.00	0.00	1.15	8.66	100.00	0.01	23.53	277	3621	99	129	0	0	0	0	4126	122.20	12.65	4.26	17.24	31.81	22.71	16.99	0.96	24.40	23.85
6/26/2023 14:15:17	0.65	3.67	0.00	4.55	0.00	0.00	0.00	1.15	8.86	100.00	0.01	23.52	343	3665	0	137	0	0	0	0	4145	122.11	12.63	4.24	17.31	32.11	23.62	17.18	0.96	24.40	23.84
6/26/2023 14:18:25	0.00	4.03	0.00	5.98	0.00	0.00	0.00	1.21	10.00	100.00	0.00	23.56	0	4029	0	179	0	0	0	0	4208	124.61	14.97	5.00	18.64	34.67	28.71	18.55	0.96	24.60	24.18
6/26/2023 14:18:28	0.00	3.98	0.00	6.12	0.00	0.00	0.00	1.25	10.10	100.00	-0.01	23.58	0	3984	0	184	0	0	0	0	4167	124.22	15.98	5.34	18.71	35.66	28.70	18.43	0.96	24.66	24.24
6/26/2023 14:18:31	0.00	4.32	0.00	6.15	0.00	0.00	0.00	1.33	10.47	100.00	-0.04	23.56	0	4324	0	184	0	0	0	0	4508	123.41	16.44	6.37	19.49	37.28	29.86	18.46	0.96	24.64	24.24
6/26/2023 14:18:34	0.00	5.00	0.00	6.16	0.00	0.00	0.00	1.32	11.15	100.00	-0.03	23.56	0	4998	0	185	0	0	0	0	5182	124.03	17.25	6.73	21.48	38.00	31.67	18.34	0.96	24.62	24.21
6/26/2023 14:18:37	0.00	5.51	0.00	6.11	0.00	0.00	0.00	1.34	11.62	100.00	-0.03	23.56	0	5505	0	183	0	0	0	0	5689	123.85	17.78	7.03	23.12	38.61	32.73	18.32	0.96	24.63	24.22
6/26/2023 14:18:40	0.00	5.64	0.00	6.20	0.00	0.00	0.00	1.34	11.84	100.00	-0.03	23.56	0	5641	0	186	0	0	0	0	5827	124.19	17.58	8.55	23.48	39.00	33.27	18.42	0.96	24.63	24.19
6/26/2023 14:18:43	0.00	5.55	0.00	6.33	0.00	0.00	0.00	1.30	11.88	100.00	-0.03	23.58	0	5548	0	190	0	0	0	0	5738	123.69	17.20	10.86	23.15	38.81	33.18	18.20	0.96	24.65	24.21
6/26/2023 14:18:46	0.00	6.11	0.00	6.08	0.00	0.00	0.00	1.31	12.19	100.00	-0.04	23.57	0	6109	0	182	0	0	0	0	6292	123.16	16.82	11.75	25.08	38.93	33.56	18.26	0.96	24.64	24.21
6/26/2023 14:18:49	0.00	6.70	0.00	5.50	0.00	0.00	0.00	1.37	12.20	100.00	-0.04	23.56	0	6700	0	165	0	0	0	0	6865	123.43	16.25	11.01	26.86	38.99	33.33	18.04	0.96	24.64	24.22
6/26/2023 14:18:52	0.00	7.40	0.00	5.07	0.00	0.00	0.00	1.46	12.47	100.00	-0.02	23.56	0	7402	0	152	0	0	0	0	7554	123.20	16.32	9.46	29.27	39.88	33.78	18.44	0.96	24.64	24.25
6/26/2023 14:21:39	0.00	1.70	0.00	2.65	0.00	0.00	0.00	1.27	4.35	100.00	0.00	23.62	0	1695	0	80	0	0	0	0	1775	122.90	8.06	2.60	9.13	26.37	13.25	11.60	0.96	24.73	24.52
6/26/2023 14:21:42	0.01	1.73	0.00	2.65	0.00	0.00	0.00	1.29	4.39	100.00	-0.01	23.64	4	1732	0	80	0	0	0	0	1816	121.90	7.98	2.61	9.29	26.57	13.34	11.80	0.96	24.77	24.54
6/26/2023 14:21:45	0.02	1.76	0.00	2.65	0.00	0.00	0.00	1.30	4.43	100.00	-0.01	23.62	13	1760	0	80	0	0	0	0	1852	121.51	7.94	2.69	9.32	26.84	13.50	11.91	0.96	24.75	24.54
6/26/2023 14:21:48	0.18	1.89	0.00	2.60	0.00	0.00	0.00	1.28	4.67	100.00	-0.02	23.62	97	1886	0	78	0	0	0	0	2061	121.33	7.94	2.57	9.62	26.95	13.94	12.12	0.96	24.74	24.48
6/26/2023 14:21:51	0.22	1.94	0.00	2.58	0.00	0.00	0.00	1.25	4.74	100.00	-0.01	23.62	116	1940	0	77	0	0	0	0	2133	121.83	7.75	2.71	9.63	26.66	14.21	12.04	0.96	24.73	24.55
6/26/2023 14:21:54	0.37	1.98	0.00	2.54	0.00	0.00	0.00	1.24	4.89	100.00	-0.02	23.63	197	1977	0	76	0	0	0	0	2250	121.77	7.79	2.59	9.77	26.85	14.33	12.30	0.96	24.74	24.52
6/26/2023 14:21:57	0.30	1.97	0.00	2.54	0.00	0.00	0.00	1.25	4.81	100.00	-0.01	23.64	160	1970	0	76	0	0	0	0	2206	122.04	7.75	2.47	9.65	26.79	14.35	12.16	0.96	24.78	24.57
6/26/2023 14:22:00	0.23	1.89	0.00	2.63	0.00	0.00	0.00	1.26	4.76	100.00	-0.02	23.62	124	1892	0	79	0	0	0	0	2095	122.17	7.86	2.48	9.50	26.86	14.30	12.22	0.96	24.76	24.52
6/26/2023 14:22:03	0.06	1.93	0.00	2.59	0.00	0.00	0.00	1.27	4.59	100.00	0.01	23.62	34	1933	0	78	0	0	0	0	2044	122.33	7.90	2.32	9.56	26.65	14.15	11.80	0.96	24.74	24.54
6/26/2023 14:22:06	0.19	1.87	0.00	2.50	0.00	0.00	0.00	1.29	4.55	100.00	-0.03	23.63	99	1867	0	75	0	0	0	0	2041	122.26	7.85	2.34	9.49	26.86	13.64	11.95	0.95	24.74	24.52
6/26/2023 14:24:30	0.00	12.72	5.30	0.00	0.00	0.00	0.00	1.04	18.03	100.00	0.00	23.63	0	12722	2387	0	0	0	0	0	15109	122.46	20.73	10.83	44.17	45.14	39.88	22.82	0.96	24.82	24.71
6/26/2023 14:24:33	0.00	10.26	2.33	3.93	0.00	0.00	0.00	1.33	16.53	100.00	-0.01	23.66	0	10263	1049	118	0	0	0	0	11430	122.84	21.03	10.50	38.98	45.78	40.09	23.07	0.95	24.82	24.76
6/26/2023 14:24:36	0.00	9.22	0.69	6.08	0.00	0.00	0.00	1.45	15.99	100.00	-0.00	23.65	0	9218	310	182	0	0	0	0	9710	123.08	21.26	11.61	37.39	45.69	40.37	22.96	0.96	24.83	24.80
6/26/2023 14:24:39	0.00	8.47	0.00	7.19	0.00	0.00	0.00	1.44	15.66	100.00	-0.01	23.66	0	8468	0	216	0	0	0	0	8684	122.94	21.14	12.92	36.02	44.98	39.97	23.04	0.95	24.83	24.74
6/26/2023 14:24:42	0.00	8.13	0.00	7.26	0.00	0.00	0.00	1.37	15.38	100.00	-0.00	23.67	0	8129	0	218	0	0	0	0	8346	122.97	20.82	13.43	34.96	43.84	39.16	22.65	0.96	24.83	24.77
6/26/2023 14:24:45	0.00	8.32	0.28	6.51	0.00	0.00	0.00	1.35	15.12	100.00	-0.01	23.67	0	8324	125	195	0	0	0	0	8645	122.97	19.79	13.45	35.37	42.95	37.75	22.34	0.95	24.87	24.85
6/26/2023 14:24:48	0.00	9.56	2.62	3.25	0.00	0.00	0.00	1.15	15.43	100.00	0.00	23.68	0	9564	1177	98	0	0	0	0	10839	122.68	18.99	13.04	37.19	41.88	35.35	21.72	0.96	24.83	24.83
6/26/2023 14:24:51	0.00	10.07	4.04	1.33	0.00	0.00	0.00	1.08	15.45	100.00	0.00	23.67	0	10074	1817	40	0	0	0	0	11931	122.73	18.80	13.04	37.88	41.77	33.03	21.47	0.96	24.83	24.79
6/26/2023 14:24:54	0.00	8.94	2.89	2.72	0.00	0.00	0.00	1.19	14.55	100.00	-0.00	23.65	0	8940	1298	82	0	0	0	0	10320	123.24	18.62	13.14	35.35	41.61	32.05	21.22	0.95	24.84	24.80
6/26/2023 14:24:57	0.00	7.95	1.92	3.98	0.00	0.00	0.00	1.28	13.86	100.00	-0.00	23.67	0	7954	866	119	0	0	0	0	8939	122.98	18.13	12.67	32.86	41.46	31.93	21.44	0.95	24.84	24.80
6/26/2023 14:27:04	0.00	0.17	0.50	0.48	0.00	0.00	0.00	1.13	1.15	100.00	0.00	23.71	0	167	226	14	0	0	0	0	408	117.18	3.83	1.09	2.74	19.84	4.01	7.69	0.96	24.87	24.95
6/26/2023 14:27:07	0.00	0.07	0.40	0.61	0.00	0.00	0.00	1.18	1.07	100.00	-0.00	23.70	0	68	178	18	0	0	0	0	264	117.42	4.01	1.11	2.59	20.35	3.88	7.75	0.96	24.90	24.98
6/26/2023 14:27:10	0.00	0.11	0.45	0.57	0.00	0.00	0.00	1.18	1.13	100.00	-0.00	23.69	0	112	201	17	0	0	0	0	331	117.74	4.04	1.04	2.68	20.51	4.02	7.87	0.96	24.88	24.97
6/26/2023 14:27:13	0.00	0.12	0.53	0.49	0.00	0.00	0.00	1.20	1.15	100.00	-0.01	23.71	0	124	240	15	0	0	0	0	379	117.43	3.97	1.06	2.67	20.86	4.00	8.11	0.96	24.87	24.98
6/26/2023 14:27:16	0.00	0.09	0.61	0.52	0.00	0.00	0.00	1.17	1.22	100.00	-0.02	23.70	0	92	274	16	0	0	0	0	381	117.51	4.14	1.12	2.70	20.69	3.97	8.23	0.95	24.87	24.95
6/26/2023 14:27:19	0.00	0.15	0.72	0.43	0.00	0.00	0.00	1.16	1.30	100.00	-0.01	23.71	0	152	323	13	0	0	0	0	488	117.58	4.16	1.22	2.87	20.77	4.01	8.37	0.96	24.93	25.01
6/26/2023 14:27:22	0.02	0.15	0.67	0.45	0.00	0.00	0.00	1.18	1.29	100.00	-0.01	23.70	8	152	303	14	0	0	0	0	477	117.40	4.08	1.20	2.84	21.00	4.09	8.44	0.96	24.87	24.95
6/26/2023 14:27:25	0.00	0.19	0.73	0.42	0.00	0.00	0.00	1.16	1.34	100.00	-0.01	23.70	0	190	330	13	0	0	0	0	533	117.92	4.22	1.29	3.01	20.84	4.06	8.39	0.95	24.88	24.98
6/26/2023 14:27:28	0.00	0.22	0.79	0.31	0.00	0.00	0.00	1.17	1.32	100.00	-0.01	23.70	0	221	356	9	0	0	0	0	586	117.77	4.16	1.22	3.00	20.93	3.95	8.35	0.96	24.89	24.95
6/26/2023 14:27:31	0.00	0.20	0.79	0.37	0.00	0.00	0.00	1.14	1.35	100.00	-0.01	23.70	0	199	354	11	0	0	0	0	564	117.73	4.16	1.31	3.00	20.66	3.99	8.37	0.96	24.88	24.95
6/26/2023 14:28:52	0.00	0.00	0.00	0.01	0.00	0.00	0.00	0.00	0.01	100.00	0.00	23.71	0	0	0	0	0	0	0	0	0	124.46	0.53	0.45	0.67	0.66	1.49	-0.02	0.95	24.92	25.10
6/26/2023 14:28:56	0.00	0.00	0.00	0.01	0.00	0.00	0.00	0.00	0.01	100.00	-0.00	23.71	0	0	0	0	0	0	0	0	0	124.67	0.53	0.38	0.76	0.66	1.50	-0.07	0.95	24.92	25.11
6/26/2023 14:28:59	0.00	0.00	0.00	0.01	0.00	0.00	0.00	0.00	0.01	100.00	-0.00	23.71	0	0	0	0	0	0	0	0	0	124.40	0.62	0.48	0.79	0.62	1.48	-0.13	0.95	24.92	25.10
6/26/2023 14:29:02	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	100.00	-0.00	23.71	0	0	0	0	0	0	0	0	0	124.83	0.62	0.46	0.71	0.65	1.45	-0.15	0.95	24.93	25.10
6/26/2023 14:29:04	0.00	0.00	0.00	0.03	0.00	0.00	0.00	0.00	0.03	100.00	-0.00	23.71	0	0	0	1	0	0	0	0	1	124.56	0.58	0.42	0.60	0.75	1.74	-0.21	0.95	24.92	25.09
6/26/2023 14:29:07	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	100.00	-0.01	23.74	0	5	0	0	0	0	0	0	5	124.62	0.57	0.42	0.78	0.66	1.49	-0.25	0.95	24.96	25.11
6/26/2023 14:29:11	0.00	0.02	0.00	0.00	0.00	0.00	0.00	0.00	0.02	100.00	-0.01	23.71	0	17	0	0	0	0	0	0	17	124.60	0.59	0.41	0.81	0.50	1.57	-0.08	0.95	24.93	25.11
6/26/2023 14:29:14	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	100.00	-0.00	23.71	0	0	0	0	0	0	0	0	0	124.39	0.48	0.43	0.79	0.69	1.43	-0.17	0.95	24.93	25.10
6/26/2023 14:29:17	0.00	0.02	0.00	0.00	0.00	0.00	0.00	0.00	0.02	100.00	-0.00	23.71	0	19	0	0	0	0	0	0	19	124.83	0.48	0.48	0.88	0.59	1.50	-0.08	0.95	24.92	25.10
6/26/2023 14:29:19	0.00	0.01	0.00	0.00	0.00	0.00	0.00	0.00	0.02	100.00	-0.00	23.72	0	14	0	0	0	0	0	0	14	124.77	0.53	0.38	0.82	0.61	1.55	-0.08	0.95	24.92	25.13
