Date/Time	Green Algae	Bluegreen	Diatoms	Cryptophyta	#5	#6	#7	Yellow substances	Total conc.	Transmission	Depth	Temp. Sample	Green Algae	Bluegreen	Diatoms	Cryptophyta	#5	#6	#7	Yellow substances	Total cell count	Trans. 700 nm	LED 3 [525 nm]	LED 4 [570 nm]	LED 5 [610 nm]	LED 6 [370 nm]	LED 7 [590 nm]	LED 8 [470 nm]	Pressure	Temp. LEDs	Temp. Sensor
date	µg/l	µg/l	µg/l	µg/l	µg/l	µg/l	µg/l	r.u.	µg/l	%	m	°C	cells/ml	cells/ml	cells/ml	cells/ml	cells/ml	cells/ml	cells/ml	r.u.	cells/ml	digits	digits	digits	digits	digits	digits	digits	bar	°C	°C
6/14/2023 12:00:06	0.00	0.05	0.00	0.01	0.00	0.00	0.00	0.00	0.06	100.00	0.00	24.02	0	54	0	0	0	0	0	0	54	128.55	0.55	0.51	0.95	0.67	1.64	-0.07	0.95	25.48	27.00
6/14/2023 12:00:09	0.00	0.04	0.04	0.00	0.00	0.00	0.00	0.00	0.08	100.00	0.00	24.03	0	39	16	0	0	0	0	0	56	128.49	0.74	0.33	1.02	0.79	1.50	0.00	0.95	25.50	27.03
6/14/2023 12:00:12	0.00	0.04	0.00	0.03	0.00	0.00	0.00	0.00	0.07	100.00	0.00	24.03	0	40	0	1	0	0	0	0	41	128.88	0.64	0.43	0.91	0.82	1.64	-0.15	0.95	25.49	27.03
6/14/2023 12:00:15	0.00	0.07	0.00	0.00	0.00	0.00	0.00	0.00	0.07	100.00	0.01	24.01	0	72	0	0	0	0	0	0	72	128.90	0.78	0.26	1.12	0.62	1.55	-0.05	0.95	25.49	27.03
6/14/2023 12:00:18	0.00	0.04	0.00	0.00	0.00	0.00	0.00	0.00	0.04	100.00	0.01	24.00	0	41	0	0	0	0	0	0	41	128.59	0.56	0.37	0.99	0.68	1.50	-0.16	0.95	25.51	27.05
6/14/2023 12:00:21	0.00	0.06	0.00	0.00	0.00	0.00	0.00	0.00	0.06	100.00	0.01	24.04	0	55	0	0	0	0	0	0	55	128.49	0.45	0.47	0.99	0.81	1.56	-0.18	0.95	25.53	27.08
6/14/2023 12:00:24	0.00	0.00	0.07	0.00	0.00	0.00	0.00	0.02	0.07	100.00	-0.01	24.02	0	0	32	0	0	0	0	0	32	128.63	0.76	0.29	0.73	1.31	1.41	0.10	0.95	25.50	27.02
6/14/2023 12:00:27	0.00	0.05	0.00	0.00	0.00	0.00	0.00	0.02	0.05	100.00	0.01	24.03	0	49	0	0	0	0	0	0	49	128.77	0.44	0.51	0.93	1.20	1.58	-0.16	0.95	25.49	27.06
6/14/2023 12:00:30	0.00	0.04	0.00	0.03	0.00	0.00	0.00	0.00	0.07	100.00	0.02	24.01	1	39	0	1	0	0	0	0	41	128.70	0.49	0.46	0.87	0.96	1.68	-0.12	0.95	25.51	27.06
6/14/2023 12:00:33	0.04	0.00	0.00	0.00	0.00	0.00	0.00	0.01	0.04	100.00	-0.01	24.01	20	0	0	0	0	0	0	0	20	128.87	0.48	0.42	0.68	1.06	1.47	-0.04	0.95	25.51	27.05
